,country,year,type,TN,TP,accuracy
3221,IE,2001,LR,0.46102624363493927,0.463768115942029,0.4610983981693364
3226,IE,2001,LR,0.46102624363493927,0.463768115942029,0.4610983981693364
3220,IE,2001,LR - Youden's J,0.6130434782608696,0.775691699604743,0.4610983981693364
3225,IE,2001,LR - Youden's J,0.6130434782608696,0.775691699604743,0.4610983981693364
3224,IE,2001,NB,0.46102624363493927,0.463768115942029,0.28565980167810834
3229,IE,2001,NB,0.46102624363493927,0.463768115942029,0.28565980167810834
3232,IE,2002,DT,0.6064441887226697,0.35064935064935066,0.5991058122205664
3237,IE,2002,DT,0.6064441887226697,0.35064935064935066,0.5991058122205664
3233,IE,2002,LDA,0.45761411584196393,0.4935064935064935,0.45864381520119224
3238,IE,2002,LDA,0.45761411584196393,0.4935064935064935,0.45864381520119224
3231,IE,2002,LR,0.6064441887226697,0.35064935064935066,0.5991058122205664
3236,IE,2002,LR,0.6064441887226697,0.35064935064935066,0.5991058122205664
3230,IE,2002,LR - Youden's J,0.7384066587395958,0.6117764471057884,0.5991058122205664
3235,IE,2002,LR - Youden's J,0.7384066587395958,0.6117764471057884,0.5991058122205664
3234,IE,2002,NB,0.45761411584196393,0.4935064935064935,0.29247391952309987
3239,IE,2002,NB,0.45761411584196393,0.4935064935064935,0.29247391952309987
3242,IE,2003,DT,0.429831595829992,0.5932203389830508,0.4336075205640423
3247,IE,2003,DT,0.429831595829992,0.5932203389830508,0.4336075205640423
3243,IE,2003,LDA,0.429831595829992,0.5932203389830508,0.4336075205640423
3248,IE,2003,LDA,0.429831595829992,0.5932203389830508,0.4336075205640423
3241,IE,2003,LR,0.429831595829992,0.5932203389830508,0.4336075205640423
3246,IE,2003,LR,0.429831595829992,0.5932203389830508,0.4336075205640423
3240,IE,2003,LR - Youden's J,0.5873817034700315,0.8295454545454546,0.4336075205640423
3245,IE,2003,LR - Youden's J,0.5873817034700315,0.8295454545454546,0.4336075205640423
3244,IE,2003,NB,0.429831595829992,0.5932203389830508,0.27927927927927926
3249,IE,2003,NB,0.429831595829992,0.5932203389830508,0.27927927927927926
3252,IE,2004,DT,0.5689819219790676,0.32,0.5660554771979314
3257,IE,2004,DT,0.5689819219790676,0.32,0.5660554771979314
3253,IE,2004,LDA,0.329686013320647,0.68,0.3338034790785143
3258,IE,2004,LDA,0.329686013320647,0.68,0.3338034790785143
3251,IE,2004,LR,0.41627021883920073,0.52,0.41748942172073344
3256,IE,2004,LR,0.41627021883920073,0.52,0.41748942172073344
3250,IE,2004,LR - Youden's J,0.5792730085073473,0.8345323741007195,0.41748942172073344
3255,IE,2004,LR - Youden's J,0.5792730085073473,0.8345323741007195,0.41748942172073344
3254,IE,2004,NB,0.329686013320647,0.68,0.2825575928537847
3259,IE,2004,NB,0.329686013320647,0.68,0.2825575928537847
3262,IE,2005,DT,0.5762564991334489,0.48148148148148145,0.5751605995717345
3267,IE,2005,DT,0.5762564991334489,0.48148148148148145,0.5751605995717345
3263,IE,2005,LDA,0.427209705372617,0.5185185185185185,0.4282655246252677
3268,IE,2005,LDA,0.427209705372617,0.5185185185185185,0.4282655246252677
3261,IE,2005,LR,0.427209705372617,0.5185185185185185,0.4282655246252677
3266,IE,2005,LR,0.427209705372617,0.5185185185185185,0.4282655246252677
3260,IE,2005,LR - Youden's J,0.5929203539823009,0.8521939953810623,0.4282655246252677
3265,IE,2005,LR - Youden's J,0.5929203539823009,0.8521939953810623,0.4282655246252677
3264,IE,2005,NB,0.427209705372617,0.5185185185185185,0.2929336188436831
3269,IE,2005,NB,0.427209705372617,0.5185185185185185,0.2929336188436831
3272,IE,2006,DT,0.6947171575502571,0.27835051546391754,0.6766547406082289
3277,IE,2006,DT,0.6947171575502571,0.27835051546391754,0.6766547406082289
3273,IE,2006,LDA,0.41841982234689107,0.4948453608247423,0.4217352415026834
3278,IE,2006,LDA,0.41841982234689107,0.4948453608247423,0.4217352415026834
3271,IE,2006,LR,0.41841982234689107,0.4948453608247423,0.4217352415026834
3276,IE,2006,LR,0.41841982234689107,0.4948453608247423,0.4217352415026834
3270,IE,2006,LR - Youden's J,0.5869106263194933,0.8650306748466258,0.4217352415026834
3275,IE,2006,LR - Youden's J,0.5869106263194933,0.8650306748466258,0.4217352415026834
3274,IE,2006,NB,0.41841982234689107,0.4948453608247423,0.30143112701252234
3279,IE,2006,NB,0.41841982234689107,0.4948453608247423,0.30143112701252234
3282,IE,2007,DT,0.4192600507546414,0.5817757009345794,0.428048010107391
3287,IE,2007,DT,0.4192600507546414,0.5817757009345794,0.428048010107391
3283,IE,2007,LDA,0.4192600507546414,0.5817757009345794,0.428048010107391
3288,IE,2007,LDA,0.4192600507546414,0.5817757009345794,0.428048010107391
3281,IE,2007,LR,0.4192600507546414,0.5817757009345794,0.428048010107391
3286,IE,2007,LR,0.4192600507546414,0.5817757009345794,0.428048010107391
3280,IE,2007,LR - Youden's J,0.5936127744510978,0.8815834767641997,0.428048010107391
3285,IE,2007,LR - Youden's J,0.5936127744510978,0.8815834767641997,0.428048010107391
3284,IE,2007,NB,0.4192600507546414,0.5817757009345794,0.32356285533796586
3289,IE,2007,NB,0.4192600507546414,0.5817757009345794,0.32356285533796586
3292,IE,2008,DT,0.41447468450661396,0.563855421686747,0.4233409610983982
3297,IE,2008,DT,0.41447468450661396,0.563855421686747,0.4233409610983982
3293,IE,2008,LDA,0.41447468450661396,0.563855421686747,0.4233409610983982
3298,IE,2008,LDA,0.41447468450661396,0.563855421686747,0.4233409610983982
3291,IE,2008,LR,0.5549642694237494,0.4891566265060241,0.551058352402746
3296,IE,2008,LR,0.5549642694237494,0.4891566265060241,0.551058352402746
3290,IE,2008,LR - Youden's J,0.6889334224003563,0.6929228308676529,0.551058352402746
3295,IE,2008,LR - Youden's J,0.6889334224003563,0.6929228308676529,0.551058352402746
3294,IE,2008,NB,0.41447468450661396,0.563855421686747,0.33009153318077805
3299,IE,2008,NB,0.41447468450661396,0.563855421686747,0.33009153318077805
3302,IE,2009,DT,0.5076551168412571,0.5013550135501355,0.5073014907210223
3307,IE,2009,DT,0.5076551168412571,0.5013550135501355,0.5073014907210223
3303,IE,2009,LDA,0.382433521353747,0.6205962059620597,0.39580164283541225
3308,IE,2009,LDA,0.382433521353747,0.6205962059620597,0.39580164283541225
3301,IE,2009,LR,0.382433521353747,0.6205962059620597,0.39580164283541225
3306,IE,2009,LR,0.382433521353747,0.6205962059620597,0.39580164283541225
3300,IE,2009,LR - Youden's J,0.5574133267764937,0.9018747506980455,0.39580164283541225
3305,IE,2009,LR - Youden's J,0.5574133267764937,0.9018747506980455,0.39580164283541225
3304,IE,2009,NB,0.382433521353747,0.6205962059620597,0.3119866139336781
3309,IE,2009,NB,0.382433521353747,0.6205962059620597,0.3119866139336781
3312,IE,2010,DT,0.35948872714361796,0.6490384615384616,0.3794015539758638
3317,IE,2010,DT,0.35948872714361796,0.6490384615384616,0.3794015539758638
3313,IE,2010,LDA,0.35948872714361796,0.6490384615384616,0.3794015539758638
3318,IE,2010,LDA,0.35948872714361796,0.6490384615384616,0.3794015539758638
3311,IE,2010,LR,0.35948872714361796,0.6490384615384616,0.3794015539758638
3316,IE,2010,LR,0.35948872714361796,0.6490384615384616,0.3794015539758638
3310,IE,2010,LR - Youden's J,0.5322407307898979,0.9183498066179631,0.3794015539758638
3315,IE,2010,LR - Youden's J,0.5322407307898979,0.9183498066179631,0.3794015539758638
3314,IE,2010,NB,0.35948872714361796,0.6490384615384616,0.3091420069432964
3319,IE,2010,NB,0.35948872714361796,0.6490384615384616,0.3091420069432964
3322,IE,2011,DT,0.6518151815181518,0.4080604534005038,0.6333651096282173
3327,IE,2011,DT,0.6518151815181518,0.4080604534005038,0.6333651096282173
3323,IE,2011,LDA,0.360973597359736,0.690176322418136,0.38589132507149665
3328,IE,2011,LDA,0.360973597359736,0.690176322418136,0.38589132507149665
3321,IE,2011,LR,0.5297029702970297,0.5264483627204031,0.5294566253574833
3326,IE,2011,LR,0.5297029702970297,0.5264483627204031,0.5294566253574833
3320,IE,2011,LR - Youden's J,0.6492224880382775,0.6922672277748554,0.5294566253574833
3325,IE,2011,LR - Youden's J,0.6492224880382775,0.6922672277748554,0.5294566253574833
3324,IE,2011,NB,0.360973597359736,0.690176322418136,0.323164918970448
3329,IE,2011,NB,0.360973597359736,0.690176322418136,0.323164918970448
3332,IE,2012,DT,0.6335088745855276,0.40100250626566414,0.6167209554831705
3337,IE,2012,DT,0.6335088745855276,0.40100250626566414,0.6167209554831705
3333,IE,2012,LDA,0.5309147649697679,0.5112781954887218,0.5294969236337315
3338,IE,2012,LDA,0.5309147649697679,0.5112781954887218,0.5294969236337315
3331,IE,2012,LR,0.5309147649697679,0.5112781954887218,0.5294969236337315
3336,IE,2012,LR,0.5309147649697679,0.5112781954887218,0.5294969236337315
3330,IE,2012,LR - Youden's J,0.6579841449603624,0.7026078234704113,0.5294969236337315
3335,IE,2012,LR - Youden's J,0.6579841449603624,0.7026078234704113,0.5294969236337315
3334,IE,2012,NB,0.5309147649697679,0.5112781954887218,0.3212088309808179
3339,IE,2012,NB,0.5309147649697679,0.5112781954887218,0.3212088309808179
3342,IE,2013,DT,0.6475037821482602,0.41192411924119243,0.6301040832666133
3347,IE,2013,DT,0.6475037821482602,0.41192411924119243,0.6301040832666133
3343,IE,2013,LDA,0.7696131402636698,0.2981029810298103,0.7347878302642114
3348,IE,2013,LDA,0.7696131402636698,0.2981029810298103,0.7347878302642114
3341,IE,2013,LR,1.0,0.0,0.9261409127301842
3346,IE,2013,LR,1.0,0.0,0.9261409127301842
3340,IE,2013,LR - Youden's J,1.0,0.0,0.9261409127301842
3345,IE,2013,LR - Youden's J,1.0,0.0,0.9261409127301842
3344,IE,2013,NB,0.7696131402636698,0.2981029810298103,0.31945556445156126
3349,IE,2013,NB,0.7696131402636698,0.2981029810298103,0.31945556445156126
3352,IE,2014,DT,1.0,0.0,0.9338235294117647
3357,IE,2014,DT,1.0,0.0,0.9338235294117647
3353,IE,2014,LDA,1.0,0.0,0.9338235294117647
3358,IE,2014,LDA,1.0,0.0,0.9338235294117647
3351,IE,2014,LR,1.0,0.0,0.9338235294117647
3356,IE,2014,LR,1.0,0.0,0.9338235294117647
3350,IE,2014,LR - Youden's J,1.0,0.0,0.9338235294117647
3355,IE,2014,LR - Youden's J,1.0,0.0,0.9338235294117647
3354,IE,2014,NB,1.0,0.0,0.3296899841017488
3359,IE,2014,NB,1.0,0.0,0.3296899841017488
3362,IE,2015,DT,1.0,0.0,0.9357051007286755
3367,IE,2015,DT,1.0,0.0,0.9357051007286755
3363,IE,2015,LDA,1.0,0.0,0.9357051007286755
3368,IE,2015,LDA,1.0,0.0,0.9357051007286755
3361,IE,2015,LR,1.0,0.0,0.9357051007286755
3366,IE,2015,LR,1.0,0.0,0.9357051007286755
3360,IE,2015,LR - Youden's J,1.0,0.0,0.9357051007286755
3365,IE,2015,LR - Youden's J,1.0,0.0,0.9357051007286755
3364,IE,2015,NB,1.0,0.0,0.32726103729104156
3369,IE,2015,NB,1.0,0.0,0.32726103729104156
3372,IE,2016,DT,0.8622784810126582,0.12727272727272726,0.8144378698224852
3377,IE,2016,DT,0.8622784810126582,0.12727272727272726,0.8144378698224852
3373,IE,2016,LDA,1.0,0.0,0.9349112426035503
3378,IE,2016,LDA,1.0,0.0,0.9349112426035503
3371,IE,2016,LR,1.0,0.0,0.9349112426035503
3376,IE,2016,LR,1.0,0.0,0.9349112426035503
3370,IE,2016,LR - Youden's J,1.0,0.0,0.9349112426035503
3375,IE,2016,LR - Youden's J,1.0,0.0,0.9349112426035503
3374,IE,2016,NB,1.0,0.0,0.31479289940828403
3379,IE,2016,NB,1.0,0.0,0.31479289940828403
3382,IE,2017,DT,1.0,0.0,0.9404949973670352
3387,IE,2017,DT,1.0,0.0,0.9404949973670352
3383,IE,2017,LDA,1.0,0.0,0.9404949973670352
3388,IE,2017,LDA,1.0,0.0,0.9404949973670352
3381,IE,2017,LR,1.0,0.0,0.9404949973670352
3386,IE,2017,LR,1.0,0.0,0.9404949973670352
3380,IE,2017,LR - Youden's J,1.0,0.0,0.9404949973670352
3385,IE,2017,LR - Youden's J,1.0,0.0,0.9404949973670352
3384,IE,2017,NB,1.0,0.0,0.32622432859399686
3389,IE,2017,NB,1.0,0.0,0.32622432859399686
3392,IE,2018,DT,1.0,0.0,0.9360967184801382
3397,IE,2018,DT,1.0,0.0,0.9360967184801382
3393,IE,2018,LDA,1.0,0.0,0.9360967184801382
3398,IE,2018,LDA,1.0,0.0,0.9360967184801382
3391,IE,2018,LR,1.0,0.0,0.9360967184801382
3396,IE,2018,LR,1.0,0.0,0.9360967184801382
3390,IE,2018,LR - Youden's J,1.0,0.0,0.9360967184801382
3395,IE,2018,LR - Youden's J,1.0,0.0,0.9360967184801382
3394,IE,2018,NB,1.0,0.0,0.3531951640759931
3399,IE,2018,NB,1.0,0.0,0.3531951640759931
3402,IE,2019,DT,1.0,0.0,0.9441028507546115
3407,IE,2019,DT,1.0,0.0,0.9441028507546115
3403,IE,2019,LDA,1.0,0.0,0.9441028507546115
3408,IE,2019,LDA,1.0,0.0,0.9441028507546115
3401,IE,2019,LR,1.0,0.0,0.9441028507546115
3406,IE,2019,LR,1.0,0.0,0.9441028507546115
3400,IE,2019,LR - Youden's J,1.0,0.0,0.9441028507546115
3405,IE,2019,LR - Youden's J,1.0,0.0,0.9441028507546115
3404,IE,2019,NB,1.0,0.0,0.3577417551704863
3409,IE,2019,NB,1.0,0.0,0.3577417551704863
3412,IS,1999,DT,0.6875,0.3333333333333333,0.6602564102564102
3417,IS,1999,DT,0.6875,0.3333333333333333,0.6602564102564102
3413,IS,1999,LDA,0.7916666666666666,0.16666666666666666,0.7435897435897436
3418,IS,1999,LDA,0.7916666666666666,0.16666666666666666,0.7435897435897436
3411,IS,1999,LR,0.7916666666666666,0.16666666666666666,0.7435897435897436
3416,IS,1999,LR,0.7916666666666666,0.16666666666666666,0.7435897435897436
3410,IS,1999,LR - Youden's J,0.875,0.36538461538461536,0.7435897435897436
3415,IS,1999,LR - Youden's J,0.875,0.36538461538461536,0.7435897435897436
3414,IS,1999,NB,0.7916666666666666,0.16666666666666666,0.34615384615384615
3419,IS,1999,NB,0.7916666666666666,0.16666666666666666,0.34615384615384615
3422,IS,2000,DT,0.5844155844155844,0.8,0.5911949685534591
3427,IS,2000,DT,0.5844155844155844,0.8,0.5911949685534591
3423,IS,2000,LDA,0.33116883116883117,1.0,0.3522012578616352
3428,IS,2000,LDA,0.33116883116883117,1.0,0.3522012578616352
3421,IS,2000,LR,0.6038961038961039,0.6,0.6037735849056604
3426,IS,2000,LR,0.6038961038961039,0.6,0.6037735849056604
3420,IS,2000,LR - Youden's J,0.7333333333333333,0.5797101449275363,0.6037735849056604
3425,IS,2000,LR - Youden's J,0.7333333333333333,0.5797101449275363,0.6037735849056604
3424,IS,2000,NB,0.33116883116883117,1.0,0.25157232704402516
3429,IS,2000,NB,0.33116883116883117,1.0,0.25157232704402516
3432,IS,2001,DT,0.903954802259887,0.1111111111111111,0.8655913978494624
3437,IS,2001,DT,0.903954802259887,0.1111111111111111,0.8655913978494624
3433,IS,2001,LDA,0.903954802259887,0.1111111111111111,0.8655913978494624
3438,IS,2001,LDA,0.903954802259887,0.1111111111111111,0.8655913978494624
3431,IS,2001,LR,0.903954802259887,0.1111111111111111,0.8655913978494624
3436,IS,2001,LR,0.903954802259887,0.1111111111111111,0.8655913978494624
3430,IS,2001,LR - Youden's J,0.9365079365079365,0.16666666666666666,0.8655913978494624
3435,IS,2001,LR - Youden's J,0.9365079365079365,0.16666666666666666,0.8655913978494624
3434,IS,2001,NB,0.903954802259887,0.1111111111111111,0.3064516129032258
3439,IS,2001,NB,0.903954802259887,0.1111111111111111,0.3064516129032258
3442,IS,2002,DT,0.8428571428571429,0.375,0.8175675675675675
3447,IS,2002,DT,0.8428571428571429,0.375,0.8175675675675675
3443,IS,2002,LDA,0.6928571428571428,0.375,0.6756756756756757
3448,IS,2002,LDA,0.6928571428571428,0.375,0.6756756756756757
3441,IS,2002,LR,0.6928571428571428,0.375,0.6756756756756757
3446,IS,2002,LR,0.6928571428571428,0.375,0.6756756756756757
3440,IS,2002,LR - Youden's J,0.7835051546391752,0.49019607843137253,0.6756756756756757
3445,IS,2002,LR - Youden's J,0.7835051546391752,0.49019607843137253,0.6756756756756757
3444,IS,2002,NB,0.6928571428571428,0.375,0.2702702702702703
3449,IS,2002,NB,0.6928571428571428,0.375,0.2702702702702703
3452,IS,2003,DT,0.8333333333333334,0.3333333333333333,0.8115942028985508
3457,IS,2003,DT,0.8333333333333334,0.3333333333333333,0.8115942028985508
3453,IS,2003,LDA,0.7878787878787878,0.3333333333333333,0.7681159420289855
3458,IS,2003,LDA,0.7878787878787878,0.3333333333333333,0.7681159420289855
3451,IS,2003,LR,0.7878787878787878,0.3333333333333333,0.7681159420289855
3456,IS,2003,LR,0.7878787878787878,0.3333333333333333,0.7681159420289855
3450,IS,2003,LR - Youden's J,0.9130434782608695,0.4782608695652174,0.7681159420289855
3455,IS,2003,LR - Youden's J,0.9130434782608695,0.4782608695652174,0.7681159420289855
3454,IS,2003,NB,0.7878787878787878,0.3333333333333333,0.36231884057971014
3459,IS,2003,NB,0.7878787878787878,0.3333333333333333,0.36231884057971014
3462,IS,2004,DT,0.9560439560439561,0.75,0.9473684210526315
3467,IS,2004,DT,0.9560439560439561,0.75,0.9473684210526315
3463,IS,2004,LDA,0.7472527472527473,0.75,0.7473684210526316
3468,IS,2004,LDA,0.7472527472527473,0.75,0.7473684210526316
3461,IS,2004,LR,1.0,0.0,0.9578947368421052
3466,IS,2004,LR,1.0,0.0,0.9578947368421052
3460,IS,2004,LR - Youden's J,1.0,0.0,0.9578947368421052
3465,IS,2004,LR - Youden's J,1.0,0.0,0.9578947368421052
3464,IS,2004,NB,0.7472527472527473,0.75,0.3157894736842105
3469,IS,2004,NB,0.7472527472527473,0.75,0.3157894736842105
3472,IS,2005,DT,0.665893271461717,0.2857142857142857,0.6427015250544662
3477,IS,2005,DT,0.665893271461717,0.2857142857142857,0.6427015250544662
3473,IS,2005,LDA,0.7865429234338747,0.17857142857142858,0.7494553376906318
3478,IS,2005,LDA,0.7865429234338747,0.17857142857142858,0.7494553376906318
3471,IS,2005,LR,0.7865429234338747,0.17857142857142858,0.7494553376906318
3476,IS,2005,LR,0.7865429234338747,0.17857142857142858,0.7494553376906318
3470,IS,2005,LR - Youden's J,0.8641975308641975,0.3925925925925926,0.7494553376906318
3475,IS,2005,LR - Youden's J,0.8641975308641975,0.3925925925925926,0.7494553376906318
3474,IS,2005,NB,0.7865429234338747,0.17857142857142858,0.4095860566448802
3479,IS,2005,NB,0.7865429234338747,0.17857142857142858,0.4095860566448802
3482,IS,2006,DT,0.590027700831025,0.5714285714285714,0.5886889460154242
3487,IS,2006,DT,0.590027700831025,0.5714285714285714,0.5886889460154242
3483,IS,2006,LDA,0.590027700831025,0.5714285714285714,0.5886889460154242
3488,IS,2006,LDA,0.590027700831025,0.5714285714285714,0.5886889460154242
3481,IS,2006,LR,0.590027700831025,0.5714285714285714,0.5886889460154242
3486,IS,2006,LR,0.590027700831025,0.5714285714285714,0.5886889460154242
3480,IS,2006,LR - Youden's J,0.7489878542510121,0.7183098591549296,0.5886889460154242
3485,IS,2006,LR - Youden's J,0.7489878542510121,0.7183098591549296,0.5886889460154242
3484,IS,2006,NB,0.590027700831025,0.5714285714285714,0.40616966580976865
3489,IS,2006,NB,0.590027700831025,0.5714285714285714,0.40616966580976865
3492,IS,2007,DT,0.6222664015904572,0.4444444444444444,0.6076642335766423
3497,IS,2007,DT,0.6222664015904572,0.4444444444444444,0.6076642335766423
3493,IS,2007,LDA,0.5288270377733598,0.5777777777777777,0.5328467153284672
3498,IS,2007,LDA,0.5288270377733598,0.5777777777777777,0.5328467153284672
3491,IS,2007,LR,0.6222664015904572,0.4444444444444444,0.6076642335766423
3496,IS,2007,LR,0.6222664015904572,0.4444444444444444,0.6076642335766423
3490,IS,2007,LR - Youden's J,0.7472222222222222,0.6329787234042553,0.6076642335766423
3495,IS,2007,LR - Youden's J,0.7472222222222222,0.6329787234042553,0.6076642335766423
3494,IS,2007,NB,0.5288270377733598,0.5777777777777777,0.35036496350364965
3499,IS,2007,NB,0.5288270377733598,0.5777777777777777,0.35036496350364965
3502,IS,2008,DT,0.5381443298969072,0.41379310344827586,0.5311284046692607
3507,IS,2008,DT,0.5381443298969072,0.41379310344827586,0.5311284046692607
3503,IS,2008,LDA,0.5381443298969072,0.41379310344827586,0.5311284046692607
3508,IS,2008,LDA,0.5381443298969072,0.41379310344827586,0.5311284046692607
3501,IS,2008,LR,0.6350515463917525,0.3448275862068966,0.6186770428015564
3506,IS,2008,LR,0.6350515463917525,0.3448275862068966,0.6186770428015564
3500,IS,2008,LR - Youden's J,0.7507598784194529,0.5675675675675675,0.6186770428015564
3505,IS,2008,LR - Youden's J,0.7507598784194529,0.5675675675675675,0.6186770428015564
3504,IS,2008,NB,0.5381443298969072,0.41379310344827586,0.33657587548638135
3509,IS,2008,NB,0.5381443298969072,0.41379310344827586,0.33657587548638135
3512,IS,2009,DT,0.41774891774891776,0.7804878048780488,0.44731610337972166
3517,IS,2009,DT,0.41774891774891776,0.7804878048780488,0.44731610337972166
3513,IS,2009,LDA,0.5238095238095238,0.7317073170731707,0.5407554671968191
3518,IS,2009,LDA,0.5238095238095238,0.7317073170731707,0.5407554671968191
3511,IS,2009,LR,0.5238095238095238,0.7317073170731707,0.5407554671968191
3516,IS,2009,LR,0.5238095238095238,0.7317073170731707,0.5407554671968191
3510,IS,2009,LR - Youden's J,0.6443768996960486,0.764367816091954,0.5407554671968191
3515,IS,2009,LR - Youden's J,0.6443768996960486,0.764367816091954,0.5407554671968191
3514,IS,2009,NB,0.5238095238095238,0.7317073170731707,0.3836978131212724
3519,IS,2009,NB,0.5238095238095238,0.7317073170731707,0.3836978131212724
3522,IS,2010,DT,0.5730088495575221,0.5,0.5654761904761905
3527,IS,2010,DT,0.5730088495575221,0.5,0.5654761904761905
3523,IS,2010,LDA,0.3805309734513274,0.7307692307692307,0.4166666666666667
3528,IS,2010,LDA,0.3805309734513274,0.7307692307692307,0.4166666666666667
3521,IS,2010,LR,0.5752212389380531,0.38461538461538464,0.5555555555555556
3526,IS,2010,LR,0.5752212389380531,0.38461538461538464,0.5555555555555556
3520,IS,2010,LR - Youden's J,0.7125748502994012,0.6823529411764706,0.5555555555555556
3525,IS,2010,LR - Youden's J,0.7125748502994012,0.6823529411764706,0.5555555555555556
3524,IS,2010,NB,0.3805309734513274,0.7307692307692307,0.4166666666666667
3529,IS,2010,NB,0.3805309734513274,0.7307692307692307,0.4166666666666667
3532,IS,2011,DT,0.6859688195991092,0.43243243243243246,0.6666666666666666
3537,IS,2011,DT,0.6859688195991092,0.43243243243243246,0.6666666666666666
3533,IS,2011,LDA,0.5879732739420935,0.4864864864864865,0.5802469135802469
3538,IS,2011,LDA,0.5879732739420935,0.4864864864864865,0.5802469135802469
3531,IS,2011,LR,0.6570155902004454,0.3783783783783784,0.6358024691358025
3536,IS,2011,LR,0.6570155902004454,0.3783783783783784,0.6358024691358025
3530,IS,2011,LR - Youden's J,0.7668711656441718,0.575,0.6358024691358025
3535,IS,2011,LR - Youden's J,0.7668711656441718,0.575,0.6358024691358025
3534,IS,2011,NB,0.5879732739420935,0.4864864864864865,0.3868312757201646
3539,IS,2011,NB,0.5879732739420935,0.4864864864864865,0.3868312757201646
3542,IS,2012,DT,0.630901287553648,0.4375,0.6128404669260701
3547,IS,2012,DT,0.630901287553648,0.4375,0.6128404669260701
3543,IS,2012,LDA,0.4678111587982833,0.5208333333333334,0.4727626459143969
3548,IS,2012,LDA,0.4678111587982833,0.5208333333333334,0.4727626459143969
3541,IS,2012,LR,0.6351931330472103,0.3125,0.6050583657587548
3546,IS,2012,LR,0.6351931330472103,0.3125,0.6050583657587548
3540,IS,2012,LR - Youden's J,0.7341389728096677,0.5300546448087432,0.6050583657587548
3545,IS,2012,LR - Youden's J,0.7341389728096677,0.5300546448087432,0.6050583657587548
3544,IS,2012,NB,0.4678111587982833,0.5208333333333334,0.3326848249027237
3549,IS,2012,NB,0.4678111587982833,0.5208333333333334,0.3326848249027237
3552,IS,2013,DT,0.5649202733485194,0.7307692307692307,0.5824847250509165
3557,IS,2013,DT,0.5649202733485194,0.7307692307692307,0.5824847250509165
3553,IS,2013,LDA,0.4419134396355353,0.7692307692307693,0.47657841140529533
3558,IS,2013,LDA,0.4419134396355353,0.7692307692307693,0.47657841140529533
3551,IS,2013,LR,0.5649202733485194,0.7307692307692307,0.5824847250509165
3556,IS,2013,LR,0.5649202733485194,0.7307692307692307,0.5824847250509165
3550,IS,2013,LR - Youden's J,0.6888888888888889,0.7443181818181818,0.5824847250509165
3555,IS,2013,LR - Youden's J,0.6888888888888889,0.7443181818181818,0.5824847250509165
3554,IS,2013,NB,0.4419134396355353,0.7692307692307693,0.39918533604887985
3559,IS,2013,NB,0.4419134396355353,0.7692307692307693,0.39918533604887985
3562,IS,2014,DT,0.9328859060402684,0.1,0.8490945674044266
3567,IS,2014,DT,0.9328859060402684,0.1,0.8490945674044266
3563,IS,2014,LDA,0.9328859060402684,0.1,0.8490945674044266
3568,IS,2014,LDA,0.9328859060402684,0.1,0.8490945674044266
3561,IS,2014,LR,1.0,0.0,0.8993963782696177
3566,IS,2014,LR,1.0,0.0,0.8993963782696177
3560,IS,2014,LR - Youden's J,1.0,0.0,0.8993963782696177
3565,IS,2014,LR - Youden's J,1.0,0.0,0.8993963782696177
3564,IS,2014,NB,0.9328859060402684,0.1,0.39436619718309857
3569,IS,2014,NB,0.9328859060402684,0.1,0.39436619718309857
3572,IS,2015,DT,0.8288888888888889,0.11627906976744186,0.7667342799188641
3577,IS,2015,DT,0.8288888888888889,0.11627906976744186,0.7667342799188641
3573,IS,2015,LDA,0.9488888888888889,0.023255813953488372,0.8681541582150102
3578,IS,2015,LDA,0.9488888888888889,0.023255813953488372,0.8681541582150102
3571,IS,2015,LR,1.0,0.0,0.9127789046653144
3576,IS,2015,LR,1.0,0.0,0.9127789046653144
3570,IS,2015,LR - Youden's J,1.0,0.0,0.9127789046653144
3575,IS,2015,LR - Youden's J,1.0,0.0,0.9127789046653144
3574,IS,2015,NB,0.9488888888888889,0.023255813953488372,0.4158215010141988
3579,IS,2015,NB,0.9488888888888889,0.023255813953488372,0.4158215010141988
3582,IS,2016,DT,0.7538860103626943,0.1388888888888889,0.7014218009478673
3587,IS,2016,DT,0.7538860103626943,0.1388888888888889,0.7014218009478673
3583,IS,2016,LDA,0.7020725388601037,0.16666666666666666,0.6563981042654028
3588,IS,2016,LDA,0.7020725388601037,0.16666666666666666,0.6563981042654028
3581,IS,2016,LR,0.9196891191709845,0.027777777777777776,0.8436018957345972
3586,IS,2016,LR,0.9196891191709845,0.027777777777777776,0.8436018957345972
3580,IS,2016,LR - Youden's J,0.9587628865979382,0.15267175572519084,0.8436018957345972
3585,IS,2016,LR - Youden's J,0.9587628865979382,0.15267175572519084,0.8436018957345972
3584,IS,2016,NB,0.7020725388601037,0.16666666666666666,0.3957345971563981
3589,IS,2016,NB,0.7020725388601037,0.16666666666666666,0.3957345971563981
3592,IS,2017,DT,0.9414758269720102,0.10714285714285714,0.8859857482185273
3597,IS,2017,DT,0.9414758269720102,0.10714285714285714,0.8859857482185273
3593,IS,2017,LDA,0.9414758269720102,0.10714285714285714,0.8859857482185273
3598,IS,2017,LDA,0.9414758269720102,0.10714285714285714,0.8859857482185273
3591,IS,2017,LR,1.0,0.0,0.9334916864608076
3596,IS,2017,LR,1.0,0.0,0.9334916864608076
